,inc1,inc2,weight
1649,Domestic Violence,"Officer Involved Shooting - Shots fired, no injury",185.0
1650,Domestic Violence,Accidental Shooting at a Business,0.0
1651,Domestic Violence,Criminal act with stolen gun,98.0
1652,Domestic Violence,Child killed self,1.0
1653,Domestic Violence,Child picked up & fired gun,4.0
1654,Domestic Violence,"Gun at school, no death/injury - elementary/secondary school",6.0
1655,Domestic Violence,"Gun at school, no death/injury - university/college",4.0
1656,Domestic Violence,Non-Aggression Incident,5.0
1657,Domestic Violence,Defensive Use - WITHOUT a gun,91.0
1658,Domestic Violence,Police Targeted,37.0
1659,Domestic Violence,Defensive Use - Stand Your Ground/Castle Doctrine established,118.0
1660,Domestic Violence,Playing with gun,15.0
1661,Domestic Violence,Child injured by child,0.0
1662,Domestic Violence,Officer Involved Shooting - subject/suspect/perpetrator unarmed,11.0
1663,Domestic Violence,ShotSpotter,3.0
1664,Domestic Violence,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,451.0
1665,Domestic Violence,Defensive Use - Good Samaritan/Third Party,103.0
1666,Domestic Violence,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,115.0
1667,Domestic Violence,Child killed,119.0
1668,Domestic Violence,Child with gun - no shots fired,1.0
1669,Domestic Violence,Gun shop robbery or burglary,0.0
1670,Domestic Violence,Shootout,144.0
1671,Domestic Violence,Guns stolen from law enforcement,5.0
1672,Domestic Violence,Defensive use - No shots fired,16.0
1673,Domestic Violence,Officer Involved Shooting - Bystander shot,23.0
1674,Domestic Violence,Officer Involved Shooting - Bystander killed,6.0
1675,Domestic Violence,Child injured,52.0
1676,Domestic Violence,Gun buy back action,0.0
1677,Domestic Violence,Terrorism Involvement,0.0
1678,Domestic Violence,Officer Involved Shooting - Accidental discharge - no injury required,2.0
1679,Domestic Violence,Mistaken ID ,5.0
1680,Domestic Violence,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,25.0
1681,Domestic Violence,Ghost gun,4.0
1682,Domestic Violence,Political Violence,1.0
1683,Home Invasion,Home Invasion - Resident killed,964.0
1684,Home Invasion,Armed robbery with injury/death and/or evidence of DGU found,2057.0
1685,Home Invasion,Drive-by,23.0
1686,Home Invasion,Officer Involved Shooting - Officer shot,23.0
1687,Home Invasion,Officer Involved Shooting - Officer killed,6.0
1688,Home Invasion,Officer Involved Shooting - subject/suspect/perpetrator shot,80.0
1689,Home Invasion,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,19.0
1690,Home Invasion,Spree Shooting,36.0
1691,Home Invasion,Institution/Group/Business,33.0
1692,Home Invasion,Animal shot/killed,55.0
1693,Home Invasion,Home Invasion - Resident injured,2952.0
1694,Home Invasion,Mass Murder,10.0
1695,Home Invasion,Concealed Carry License - Perpetrator,4.0
1696,Home Invasion,Stolen/Illegally owned,219.0
1697,Home Invasion,School Incident,18.0
1698,Home Invasion,School Shooting - university/college,2.0
1699,Home Invasion,Car-jacking,155.0
1700,Home Invasion,Hate crime,0.0
1701,Home Invasion,House party,9.0
1702,Home Invasion,Defensive Use,2312.0
1703,Home Invasion,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",1018.0
1704,Home Invasion,Defensive Use - Victim stops crime,1003.0
1705,Home Invasion,Workplace shooting,1.0
1706,Home Invasion,Assault weapon,66.0
1707,Home Invasion,Pistol-whipping,1193.0
1708,Home Invasion,Implied Weapon,80.0
1709,Home Invasion,Accidental Shooting,60.0
1710,Home Invasion,Accidental Shooting - Injury,40.0
1711,Home Invasion,Cleaning gun,0.0
1712,Home Invasion,Brandishing/flourishing/open carry/lost/found,2233.0
1713,Home Invasion,Non-Shooting Incident,3689.0
1714,Home Invasion,ATF/LE Confiscation/Raid/Arrest,246.0
1715,Home Invasion,Unlawful purchase/sale,4.0
1716,Home Invasion,Accidental Shooting - Death,11.0
1717,Home Invasion,BB/Pellet/Replica gun,104.0
1718,Home Invasion,Hunting accident,0.0
1719,Home Invasion,Road rage,0.0
1720,Home Invasion,Home Invasion - No death or injury,5152.0
1721,Home Invasion,Accidental/Negligent Discharge,47.0
1722,Home Invasion,"Shots fired, no action",21.0
1723,Home Invasion,Sex crime involving firearm,141.0
1724,Home Invasion,TSA Action,0.0
1725,Home Invasion,Thought gun was unloaded,0.0
1726,Home Invasion,stolen from owner,632.0
1727,Home Invasion,Gun range/gun shop/gun show shooting,1.0
1728,Home Invasion,Home Invasion - subject/suspect/perpetrator killed,851.0
1729,Home Invasion,Home Invasion - subject/suspect/perpetrator injured,1066.0
1730,Home Invasion,Child Involved Incident,45.0
1731,Home Invasion,Child injured self,0.0
1732,Home Invasion,Suicide - Attempt,8.0
1733,Home Invasion,Child killed by child,0.0
1734,Home Invasion,Self-Inflicted,17.0
1735,Home Invasion,School Shooting - elementary/secondary school,0.0
1736,Home Invasion,Officer Involved Incident - Weapon involved but no shots fired,83.0
1737,Home Invasion,"Defensive Use - Shots fired, no injury/death",228.0
1738,Home Invasion,Concealed Carry License - Victim,57.0
1739,Home Invasion,"Officer Involved Shooting - Shots fired, no injury",56.0
1740,Home Invasion,Accidental Shooting at a Business,0.0
1741,Home Invasion,Criminal act with stolen gun,143.0
1742,Home Invasion,Child killed self,0.0
1743,Home Invasion,Child picked up & fired gun,0.0
1744,Home Invasion,"Gun at school, no death/injury - elementary/secondary school",1.0
1745,Home Invasion,"Gun at school, no death/injury - university/college",15.0
1746,Home Invasion,Non-Aggression Incident,4.0
1747,Home Invasion,Defensive Use - WITHOUT a gun,245.0
1748,Home Invasion,Police Targeted,8.0
1749,Home Invasion,Defensive Use - Stand Your Ground/Castle Doctrine established,678.0
1750,Home Invasion,Playing with gun,0.0
1751,Home Invasion,Child injured by child,0.0
1752,Home Invasion,Officer Involved Shooting - subject/suspect/perpetrator unarmed,4.0
1753,Home Invasion,ShotSpotter,0.0
1754,Home Invasion,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,59.0
1755,Home Invasion,Defensive Use - Good Samaritan/Third Party,57.0
1756,Home Invasion,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,54.0
1757,Home Invasion,Child killed,8.0
1758,Home Invasion,Child with gun - no shots fired,2.0
1759,Home Invasion,Gun shop robbery or burglary,0.0
1760,Home Invasion,Shootout,172.0
1761,Home Invasion,Guns stolen from law enforcement,5.0
1762,Home Invasion,Defensive use - No shots fired,147.0
1763,Home Invasion,Officer Involved Shooting - Bystander shot,6.0
1764,Home Invasion,Officer Involved Shooting - Bystander killed,1.0
1765,Home Invasion,Child injured,15.0
1766,Home Invasion,Gun buy back action,0.0
1767,Home Invasion,Terrorism Involvement,0.0
1768,Home Invasion,Officer Involved Shooting - Accidental discharge - no injury required,2.0
1769,Home Invasion,Mistaken ID ,5.0
1770,Home Invasion,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,4.0
1771,Home Invasion,Ghost gun,0.0
1772,Home Invasion,Political Violence,0.0
1773,Home Invasion - Resident killed,Armed robbery with injury/death and/or evidence of DGU found,287.0
1774,Home Invasion - Resident killed,Drive-by,2.0
1775,Home Invasion - Resident killed,Officer Involved Shooting - Officer shot,4.0
1776,Home Invasion - Resident killed,Officer Involved Shooting - Officer killed,1.0
1777,Home Invasion - Resident killed,Officer Involved Shooting - subject/suspect/perpetrator shot,3.0
1778,Home Invasion - Resident killed,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,4.0
1779,Home Invasion - Resident killed,Spree Shooting,5.0
1780,Home Invasion - Resident killed,Institution/Group/Business,1.0
1781,Home Invasion - Resident killed,Animal shot/killed,3.0
1782,Home Invasion - Resident killed,Home Invasion - Resident injured,213.0
1783,Home Invasion - Resident killed,Mass Murder,10.0
1784,Home Invasion - Resident killed,Concealed Carry License - Perpetrator,1.0
1785,Home Invasion - Resident killed,Stolen/Illegally owned,15.0
1786,Home Invasion - Resident killed,School Incident,2.0
1787,Home Invasion - Resident killed,School Shooting - university/college,1.0
1788,Home Invasion - Resident killed,Car-jacking,12.0
1789,Home Invasion - Resident killed,Hate crime,0.0
1790,Home Invasion - Resident killed,House party,1.0
1791,Home Invasion - Resident killed,Defensive Use,74.0
1792,Home Invasion - Resident killed,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",36.0
1793,Home Invasion - Resident killed,Defensive Use - Victim stops crime,16.0
1794,Home Invasion - Resident killed,Workplace shooting,0.0
1795,Home Invasion - Resident killed,Assault weapon,11.0
1796,Home Invasion - Resident killed,Pistol-whipping,38.0
1797,Home Invasion - Resident killed,Implied Weapon,0.0
1798,Home Invasion - Resident killed,Accidental Shooting,5.0
1799,Home Invasion - Resident killed,Accidental Shooting - Injury,1.0
1800,Home Invasion - Resident killed,Cleaning gun,0.0
1801,Home Invasion - Resident killed,Brandishing/flourishing/open carry/lost/found,26.0
1802,Home Invasion - Resident killed,Non-Shooting Incident,6.0
1803,Home Invasion - Resident killed,ATF/LE Confiscation/Raid/Arrest,5.0
1804,Home Invasion - Resident killed,Unlawful purchase/sale,0.0
1805,Home Invasion - Resident killed,Accidental Shooting - Death,5.0
1806,Home Invasion - Resident killed,BB/Pellet/Replica gun,0.0
1807,Home Invasion - Resident killed,Hunting accident,0.0
1808,Home Invasion - Resident killed,Road rage,0.0
1809,Home Invasion - Resident killed,Home Invasion - No death or injury,6.0
1810,Home Invasion - Resident killed,Accidental/Negligent Discharge,4.0
1811,Home Invasion - Resident killed,"Shots fired, no action",0.0
1812,Home Invasion - Resident killed,Sex crime involving firearm,5.0
1813,Home Invasion - Resident killed,TSA Action,0.0
1814,Home Invasion - Resident killed,Thought gun was unloaded,0.0
1815,Home Invasion - Resident killed,stolen from owner,33.0
1816,Home Invasion - Resident killed,Gun range/gun shop/gun show shooting,0.0
1817,Home Invasion - Resident killed,Home Invasion - subject/suspect/perpetrator killed,47.0
1818,Home Invasion - Resident killed,Home Invasion - subject/suspect/perpetrator injured,55.0
1819,Home Invasion - Resident killed,Child Involved Incident,13.0
1820,Home Invasion - Resident killed,Child injured self,0.0
1821,Home Invasion - Resident killed,Suicide - Attempt,4.0
1822,Home Invasion - Resident killed,Child killed by child,0.0
1823,Home Invasion - Resident killed,Self-Inflicted,0.0
1824,Home Invasion - Resident killed,School Shooting - elementary/secondary school,0.0
1825,Home Invasion - Resident killed,Officer Involved Incident - Weapon involved but no shots fired,1.0
1826,Home Invasion - Resident killed,"Defensive Use - Shots fired, no injury/death",1.0
1827,Home Invasion - Resident killed,Concealed Carry License - Victim,1.0
1828,Home Invasion - Resident killed,"Officer Involved Shooting - Shots fired, no injury",2.0
1829,Home Invasion - Resident killed,Accidental Shooting at a Business,0.0
1830,Home Invasion - Resident killed,Criminal act with stolen gun,14.0
1831,Home Invasion - Resident killed,Child killed self,0.0
1832,Home Invasion - Resident killed,Child picked up & fired gun,0.0
1833,Home Invasion - Resident killed,"Gun at school, no death/injury - elementary/secondary school",1.0
1834,Home Invasion - Resident killed,"Gun at school, no death/injury - university/college",0.0
1835,Home Invasion - Resident killed,Non-Aggression Incident,0.0
1836,Home Invasion - Resident killed,Defensive Use - WITHOUT a gun,11.0
1837,Home Invasion - Resident killed,Police Targeted,2.0
1838,Home Invasion - Resident killed,Defensive Use - Stand Your Ground/Castle Doctrine established,19.0
1839,Home Invasion - Resident killed,Playing with gun,0.0
1840,Home Invasion - Resident killed,Child injured by child,0.0
1841,Home Invasion - Resident killed,Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
1842,Home Invasion - Resident killed,ShotSpotter,0.0
1843,Home Invasion - Resident killed,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,1.0
1844,Home Invasion - Resident killed,Defensive Use - Good Samaritan/Third Party,3.0
1845,Home Invasion - Resident killed,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,4.0
1846,Home Invasion - Resident killed,Child killed,8.0
1847,Home Invasion - Resident killed,Child with gun - no shots fired,0.0
1848,Home Invasion - Resident killed,Gun shop robbery or burglary,0.0
1849,Home Invasion - Resident killed,Shootout,21.0
1850,Home Invasion - Resident killed,Guns stolen from law enforcement,1.0
1851,Home Invasion - Resident killed,Defensive use - No shots fired,2.0
1852,Home Invasion - Resident killed,Officer Involved Shooting - Bystander shot,0.0
1853,Home Invasion - Resident killed,Officer Involved Shooting - Bystander killed,0.0
1854,Home Invasion - Resident killed,Child injured,2.0
1855,Home Invasion - Resident killed,Gun buy back action,0.0
1856,Home Invasion - Resident killed,Terrorism Involvement,0.0
1857,Home Invasion - Resident killed,Officer Involved Shooting - Accidental discharge - no injury required,1.0
1858,Home Invasion - Resident killed,Mistaken ID ,2.0
1859,Home Invasion - Resident killed,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
1860,Home Invasion - Resident killed,Ghost gun,0.0
1861,Home Invasion - Resident killed,Political Violence,0.0
1862,Armed robbery with injury/death and/or evidence of DGU found,Drive-by,71.0
1863,Armed robbery with injury/death and/or evidence of DGU found,Officer Involved Shooting - Officer shot,44.0
1864,Armed robbery with injury/death and/or evidence of DGU found,Officer Involved Shooting - Officer killed,10.0
1865,Armed robbery with injury/death and/or evidence of DGU found,Officer Involved Shooting - subject/suspect/perpetrator shot,191.0
1866,Armed robbery with injury/death and/or evidence of DGU found,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,22.0
1867,Armed robbery with injury/death and/or evidence of DGU found,Spree Shooting,54.0
1868,Armed robbery with injury/death and/or evidence of DGU found,Institution/Group/Business,4258.0
1869,Armed robbery with injury/death and/or evidence of DGU found,Animal shot/killed,25.0
1870,Armed robbery with injury/death and/or evidence of DGU found,Home Invasion - Resident injured,1008.0
1871,Armed robbery with injury/death and/or evidence of DGU found,Mass Murder,7.0
1872,Armed robbery with injury/death and/or evidence of DGU found,Concealed Carry License - Perpetrator,9.0
1873,Armed robbery with injury/death and/or evidence of DGU found,Stolen/Illegally owned,165.0
1874,Armed robbery with injury/death and/or evidence of DGU found,School Incident,27.0
1875,Armed robbery with injury/death and/or evidence of DGU found,School Shooting - university/college,10.0
1876,Armed robbery with injury/death and/or evidence of DGU found,Car-jacking,904.0
1877,Armed robbery with injury/death and/or evidence of DGU found,Hate crime,4.0
1878,Armed robbery with injury/death and/or evidence of DGU found,House party,10.0
1879,Armed robbery with injury/death and/or evidence of DGU found,Defensive Use,1768.0
1880,Armed robbery with injury/death and/or evidence of DGU found,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",689.0
1881,Armed robbery with injury/death and/or evidence of DGU found,Defensive Use - Victim stops crime,716.0
1882,Armed robbery with injury/death and/or evidence of DGU found,Workplace shooting,4.0
1883,Armed robbery with injury/death and/or evidence of DGU found,Assault weapon,49.0
1884,Armed robbery with injury/death and/or evidence of DGU found,Pistol-whipping,1740.0
1885,Armed robbery with injury/death and/or evidence of DGU found,Implied Weapon,672.0
1886,Armed robbery with injury/death and/or evidence of DGU found,Accidental Shooting,122.0
1887,Armed robbery with injury/death and/or evidence of DGU found,Accidental Shooting - Injury,84.0
1888,Armed robbery with injury/death and/or evidence of DGU found,Cleaning gun,0.0
1889,Armed robbery with injury/death and/or evidence of DGU found,Brandishing/flourishing/open carry/lost/found,2093.0
1890,Armed robbery with injury/death and/or evidence of DGU found,Non-Shooting Incident,1547.0
1891,Armed robbery with injury/death and/or evidence of DGU found,ATF/LE Confiscation/Raid/Arrest,193.0
1892,Armed robbery with injury/death and/or evidence of DGU found,Unlawful purchase/sale,10.0
1893,Armed robbery with injury/death and/or evidence of DGU found,Accidental Shooting - Death,11.0
